PN	Section	Features	Grade	Params_preview
TP8485E	RS-485 收发器	RS-485 工业级	工业级	Part Number: TP8485E | Status: Production | Rating: Industrial | Drivers Per Package: 1 | Receivers Per Package: 1 | VCC (Min) (V): 3 | VCC (Max) (V): 5.5 | Data Rate (Max) (kBPS): 250 | ICC (Max) (mA): 0.93 | ESD HBM (kV): 18 | IEC-61000-4-2 Contact (kV): N/A | Operating Temperature Range (℃): -40 
TPA127	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA127 | Status: Production | Rating: Industrial | Features: High-Side Variable Gain | VCM Min: 3 | VCM Max: 60 | Vos drift Typ (μV/c): 1.5 | Input Direction: Uni-dir | CMRR (Min) (dB): 90 | BW (kHz): 333 at G=1; 26.8 at G=24 | Gain Option: Variable | GE Max at full temp range (%): NA |
TPA1285	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA1285 | Status: Production | Rating: Industrial | Features: / | VCM Min: 3 | VCM Max: 76 | Vos drift Typ (μV/c): <0.4 | Input Direction: Uni-dir | CMRR (Min) (dB): 110 | BW (kHz): 60 | Gain Option: G = 20 | GE Max at full temp range (%): 0.5 | GE Drift, max (ppm/c): 10 | Vos max (μV):
TPA1286	仪表放大器	工业级 放大器	工业级	Part Number: TPA1286 | Status: Production | Rating: Industrial | Product Family: Instrumentation Amplifer | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Ib (Typ) (nA): 0.3 | Bandwidth at G=1 (Typ) (MHz): 1.6 | Gain Seting (V/V): 1 to 1000 | Gain Error at G=1 (Max) (%): 0.05 | CMRR 
TPA1287	仪表放大器	工业级 放大器	工业级	Part Number: TPA1287 | Status: Production | Rating: Industrial | Product Family: Instrumentation Amplifer | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 36 | VOS (Max) (\u00b5V): 40 | Ib (Typ) (nA): 0.3 | Bandwidth at G=1 (Typ) (MHz): 1.2 | Slew Rate (Typ) (V/ \u00b5s): 1.6 | Gain Seting 
TPA1295	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA1295 | Status: Production | Rating: Industrial | Features: / | VCM Min: -0.1 | VCM Max: 70 | Vos drift Typ (μV/c): <0.5 | Input Direction: Bi-dir | CMRR (Min) (dB): 110 | BW (kHz): 500 | Gain Option: G = 50 | GE Max at full temp range (%): 0.5 | GE Drift, max (ppm/c): 5 | Vos max (μV
TPA131C	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA131C | Status: Production | Rating: Industrial | Features: HV, Unidirectional, Current- | VCM Min: -4 | VCM Max: 80 | Vos drift Typ (μV/c): 0.15 | Input Direction: Uni-dir | CMRR (Min) (dB): 130 | BW (kHz): 1000 at G=20, 50, 100, 200; | Gain Option: G = 20, 50, 100, 200, | GE Max at 
TPA132	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA132 | Status: Production | Rating: Industrial | Features: Bi-Directional Current-Sense | VCM Min: -4 | VCM Max: 80 | Vos drift Typ (μV/c): 0.15 | Input Direction: Bi-dir | CMRR (Min) (dB): 130 | BW (kHz): 1000 at G=20, 50, 100, 200; | Gain Option: G = 20, 50, 100, 200, | GE Max at fu
TPA132Q	电流信号检测放大器	电流检测放大器 车规AEC-Q100	车规AEC-Q100	Part Number: TPA132Q | Status: Production | Rating: Automotive | Features: Automotive Bi-Directional | VCM Min: -4 | VCM Max: 80 | Vos drift Typ (μV/c): 0.15 | Input Direction: Bi-dir | CMRR (Min) (dB): 130 | BW (kHz): 1000 at G=20, 50, 100, 200; | Gain Option: G = 20, 50, 100, 200, | GE Max at full
TPA133	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA133 | Status: Production | Rating: Industrial | Features: 95V Vcm, Bidirectional, | VCM Min: -4 | VCM Max: 95 | Vos drift Typ (μV/c): 0.15 | Input Direction: Bi-dir | CMRR (Min) (dB): 130 | BW (kHz): 1000 at G=10, 20, 50, 100, | Gain Option: G = 10, 20, 50, 100, | GE Max at full temp
TPA135	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA135 | Status: Production | Rating: Industrial | Features: 80V Vcm, Uni-directional, | VCM Min: -4 | VCM Max: 80 | Vos drift Typ (μV/c): 0.15 | Input Direction: Uni-dir | CMRR (Min) (dB): 128 | BW (kHz): 1000 at G=20, 50, 100, 200; | Gain Option: G = 20, 50, 100, 200, | GE Max at full
TPA148	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA148 | Status: Production | Rating: Industrial | Features: 3-V to 120-V VCM, 80 kHz, | VCM Min: 3 | VCM Max: 120 | Vos drift Typ (μV/c): 0.2 | Input Direction: Uni-dir | CMRR (Min) (dB): 110 | BW (kHz): 80 | Gain Option: G = 20, 50, 100, 200, | GE Max at full temp range (%): ±0.7 | GE
TPA158	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA158 | Status: Production | Rating: Industrial | Features: 3-V to 150-V VCM, 1 MHz, | VCM Min: 3 | VCM Max: 150 | Vos drift Typ (μV/c): 0.1 | Input Direction: Uni-dir | CMRR (Min) (dB): 120 | BW (kHz): 1000 at G=20, 50, 100, 200; | Gain Option: G = 20, 50, 100, 200, | GE Max at full t
TPA1652	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1652 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 900 | GBW (Typ) (MHz): 5 | Slew Rate (Typ) (V/μs): 3.5 | Rail-Rail In: No | Rail-Rail Out: Yes | Ishort (Typ) (mA): 70 | 
TPA170C	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA170C | Status: Production | Rating: Industrial | Features: 36V, Overcurrent-Protection, | VCM Min: 0 | VCM Max: 30 | Vos drift Typ (μV/c): 1 | Input Direction: Uni-dir | CMRR (Min) (dB): 100 | BW (kHz): - | Gain Option: - | GE Max at full temp range (%): - | GE Drift, max (ppm/c): - 
TPA1731	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1731 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 710 | GBW (Typ) (MHz): 3 | Slew Rate (Typ) (V/μs): 4 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 62 | V
TPA1732	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1732 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 710 | GBW (Typ) (MHz): 3 | Slew Rate (Typ) (V/μs): 4 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 62 | V
TPA1781	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1781 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 1800 | GBW (Typ) (MHz): 10 | Slew Rate (Typ) (V/μs): 20 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 60 
TPA1782	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1782 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 1800 | GBW (Typ) (MHz): 10 | Slew Rate (Typ) (V/μs): 20 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 60 
TPA1811	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1811 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 30 | Iq per channel (typ) (μA): 80 | GBW (Typ) (MHz): 0.35 | Slew Rate (Typ) (V/μs): 0.26 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ
TPA1812	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1812 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 30 | Iq per channel (typ) (μA): 80 | GBW (Typ) (MHz): 0.35 | Slew Rate (Typ) (V/μs): 0.26 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ
TPA183	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA183 | Status: Production | Rating: Industrial | Features: Powered by input pin | VCM Min: 2.7 | VCM Max: 30 | Vos drift Typ (μV/c): 0.1 | Input Direction: Uni-dir | CMRR (Min) (dB): 95 | BW (kHz): 100 at G=25;48 at G=50;30 at | Gain Option: G = 25, 50 | GE Max at full temp range (%):
TPA1831	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1831 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 30 | Iq per channel (typ) (μA): 200 | GBW (Typ) (MHz): 1.1 | Slew Rate (Typ) (V/μs): 0.7 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ)
TPA1832	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1832 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 30 | Iq per channel (typ) (μA): 200 | GBW (Typ) (MHz): 1.1 | Slew Rate (Typ) (V/μs): 0.7 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ)
TPA1834	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1834 | Status: Production | Rating: Industrial | Number of Channels: 4 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 30 | Iq per channel (typ) (μA): 200 | GBW (Typ) (MHz): 1.1 | Slew Rate (Typ) (V/μs): 0.7 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ)
TPA1861	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1861 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 40 | Iq per channel (typ) (μA): 1600 | GBW (Typ) (MHz): 6 | Slew Rate (Typ) (V/μs): 5 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ) 
TPA1861Q	高压运算放大器(Vs＞10V)	运放 车规AEC-Q100	车规AEC-Q100	Part Number: TPA1861Q | Status: Production | Rating: Automotive | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 1600 | GBW (Typ) (MHz): 6 | Slew Rate (Typ) (V/μs): 5 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ)
TPA1862	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1862 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 40 | Iq per channel (typ) (μA): 1600 | GBW (Typ) (MHz): 6 | Slew Rate (Typ) (V/μs): 5 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ) 
TPA1862Q	高压运算放大器(Vs＞10V)	运放 车规AEC-Q100	车规AEC-Q100	Part Number: TPA1862Q | Status: Production | Rating: Automotive | Number of Channels: 2 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 1600 | GBW (Typ) (MHz): 6 | Slew Rate (Typ) (V/μs): 5 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ)
TPA1864	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1864 | Status: Production | Rating: Industrial | Number of Channels: 4 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 40 | Iq per channel (typ) (μA): 1600 | GBW (Typ) (MHz): 6 | Slew Rate (Typ) (V/μs): 5 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ) 
TPA1881	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1881 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 40 | Iq per channel (typ) (μA): 2500 | GBW (Typ) (MHz): 12 | Slew Rate (Typ) (V/μs): 12 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ
TPA1881Q	高压运算放大器(Vs＞10V)	运放 车规AEC-Q100	车规AEC-Q100	Part Number: TPA1881Q | Status: Production | Rating: Automotive | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 2500 | GBW (Typ) (MHz): 12 | Slew Rate (Typ) (V/μs): 12 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Ty
TPA1882	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA1882 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 40 | Iq per channel (typ) (μA): 2500 | GBW (Typ) (MHz): 12 | Slew Rate (Typ) (V/μs): 12 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Typ
TPA1882Q	高压运算放大器(Vs＞10V)	运放 车规AEC-Q100	车规AEC-Q100	Part Number: TPA1882Q | Status: Production | Rating: Automotive | Number of Channels: 2 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 2500 | GBW (Typ) (MHz): 12 | Slew Rate (Typ) (V/μs): 12 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Ty
TPA191	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA191 | Status: Production | Rating: Industrial | Features: / | VCM Min: -0.3 | VCM Max: 36 | Vos drift Typ (μV/c): 0.2 | Input Direction: Bi-dir | CMRR (Min) (dB): 95 | BW (kHz): 150 at G=20;80 at G=50;50 at | Gain Option: G = 50, 100, 200 | GE Max at full temp range (%): 1 | GE Drift
TPA191Q	电流信号检测放大器	电流检测放大器 车规AEC-Q100	车规AEC-Q100	Part Number: TPA191Q | Status: Production | Rating: Automotive | Features: Automotive 36V Vcm Bi- | VCM Min: -0.3 | VCM Max: 36 | Vos drift Typ (μV/c): 0.2 | Input Direction: Bi-dir | CMRR (Min) (dB): 95 | BW (kHz): 150 at G=20;80 at G=50;50 at | Gain Option: G = 20, 50, 75, 100, | GE Max at full te
TPA2031Q	比较器	车规AEC-Q100 比较器	车规AEC-Q100	Part Number: TPA2031Q | Status: Production | Rating: Automotive | Output Type: Push-Pull | Vs (Min) (V): 1.8 | Number of Channels: 1 | Vs (max) (V): 5.5 | Iq per channel (typ) (μA): 350 | Propagation Delay (ns): 42 | Vos (offset voltage at 25°C) (max) (mV): 6 | Input bias current (typ) (nA): 0.03 | 
TPA2295C	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA2295C | Status: Production | Rating: Industrial | Features: Integrated comparator | VCM Min: -0.1 | VCM Max: 70 | Vos drift Typ (μV/c): <0.5 | Input Direction: Uni-dir | CMRR (Min) (dB): 110 | BW (kHz): 500 | Gain Option: G = 20, 50, 100 | GE Max at full temp range (%): 0.5 | GE Drif
TPA2296	电流信号检测放大器	电流检测放大器 工业级	工业级	Part Number: TPA2296 | Status: Production | Rating: Industrial | Features: / | VCM Min: -0.1 | VCM Max: 70 | Vos drift Typ (μV/c): <0.6 | Input Direction: Uni-dir | CMRR (Min) (dB): 90 | BW (kHz): 400 at G=20;300 at G=50;200 | Gain Option: G = 100 | GE Max at full temp range (%): 0.5 | GE Drift, max
TPA2641	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2641 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 3 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 550 | GBW (Typ) (MHz): 1.5 | Slew Rate (Typ) (V/μs): 0.5 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) 
TPA2642	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2642 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 3 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 550 | GBW (Typ) (MHz): 1.5 | Slew Rate (Typ) (V/μs): 0.5 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) 
TPA2644	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2644 | Status: Production | Rating: Industrial | Number of Channels: 4 | Supply Voltage (Min) (V): 3 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 550 | GBW (Typ) (MHz): 1.5 | Slew Rate (Typ) (V/μs): 0.5 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) 
TPA2644-Q100	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2644-Q100 | Status: Production | Rating: Industrial | Number of Channels: 4 | Supply Voltage (Min) (V): 3 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 550 | GBW (Typ) (MHz): 1.5 | Slew Rate (Typ) (V/μs): 0.5 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (
TPA2671	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2671 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 2400 | GBW (Typ) (MHz): 10 | Slew Rate (Typ) (V/μs): 15 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) (
TPA2672	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2672 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 2400 | GBW (Typ) (MHz): 10 | Slew Rate (Typ) (V/μs): 15 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) (
TPA2674	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2674 | Status: Production | Rating: Industrial | Number of Channels: 4 | Supply Voltage (Min) (V): 4 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 2400 | GBW (Typ) (MHz): 10 | Slew Rate (Typ) (V/μs): 15 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) (
TPA2681	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2681 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 8 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 8000 | GBW (Typ) (MHz): 20 | Slew Rate (Typ) (V/μs): 10 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) (
TPA2682	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2682 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 8 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 8000 | GBW (Typ) (MHz): 20 | Slew Rate (Typ) (V/μs): 10 | Rail-Rail In: No, to V- only | Rail-Rail Out: No | Ishort (Typ) (
TPA2772	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2772 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 3 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 1.25 | GBW (Typ) (MHz): 4 | Slew Rate (Typ) (V/μs): 3.5 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 100 |
TPA2772Q	高压运算放大器(Vs＞10V)	运放 车规AEC-Q100	车规AEC-Q100	Part Number: TPA2772Q | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 3 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 1000 | GBW (Typ) (MHz): 4 | Slew Rate (Typ) (V/μs): 3.5 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 100 
TPA2774	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA2774 | Status: Production | Rating: Industrial | Number of Channels: 4 | Supply Voltage (Min) (V): 3 | Supply Voltage (Max) (V): 36 | Iq per channel (typ) (μA): 1.25 | GBW (Typ) (MHz): 4 | Slew Rate (Typ) (V/μs): 3.5 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 100 |
TPA3530	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA3530 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 16 | Iq per channel (typ) (μA): 1400 | GBW (Typ) (MHz): 2.1 | Slew Rate (Typ) (V/μs): 1.4 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (T
TPA3531	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA3531 | Status: Production | Rating: Industrial | Number of Channels: 1 | Supply Voltage (Min) (V): 4.5 | Supply Voltage (Max) (V): 16 | Iq per channel (typ) (μA): 900 | GBW (Typ) (MHz): 2.1 | Slew Rate (Typ) (V/μs): 1.4 | Rail-Rail In: No, to V- only | Rail-Rail Out: Yes | Ishort (Ty
TPA3662	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA3662 | Status: Production | Rating: Industrial | Number of Channels: 2 | Supply Voltage (Min) (V): 2.7 | Supply Voltage (Max) (V): 16 | Iq per channel (typ) (μA): 1200 | GBW (Typ) (MHz): 2.5 | Slew Rate (Typ) (V/μs): 2 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 40 
TPA3664	高压运算放大器(Vs＞10V)	运放 工业级	工业级	Part Number: TPA3664 | Status: Production | Rating: Industrial | Number of Channels: 4 | Supply Voltage (Min) (V): 2.7 | Supply Voltage (Max) (V): 16 | Iq per channel (typ) (μA): 1200 | GBW (Typ) (MHz): 2.5 | Slew Rate (Typ) (V/μs): 2 | Rail-Rail In: Yes | Rail-Rail Out: Yes | Ishort (Typ) (mA): 40 
